,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
4903641578,9,9,1,2,7,0,0,2,0,3,1,7,0,2,1,2,0,5,0,0
4912623976,3,2,0,0,8,2,0,3,0,2,0,9,0,6,2,1,1,5,0,0
4930059288,5,3,0,0,4,3,0,5,0,2,0,5,0,1,1,0,0,1,0,0
4944824353,10,11,4,3,12,4,0,11,2,3,0,4,0,4,2,4,0,5,1,0
4973600398,3,3,0,0,3,2,0,3,1,3,0,12,0,5,0,0,0,7,0,0
4978333194,0,1,1,2,6,1,0,7,1,2,1,1,2,0,1,0,0,0,0,0
4979531105,1,1,0,1,2,1,0,2,0,1,0,8,0,4,0,0,0,4,0,0
4986601270,9,8,1,0,2,1,0,1,0,2,0,2,0,0,0,4,0,1,0,0
5007400730,3,5,2,0,4,1,0,4,1,0,0,2,1,1,0,2,1,2,0,0
5058678430,6,9,2,3,5,1,0,10,1,4,2,1,1,1,0,2,0,2,0,0
5199126659,2,5,3,1,4,0,0,4,1,1,0,2,0,3,1,2,0,3,1,0
5222113437,4,9,3,0,6,1,0,5,2,3,0,2,0,1,1,2,0,2,0,0
5224461364,5,6,0,1,1,0,0,4,0,2,1,1,0,2,0,3,0,2,0,0
5319692956,2,4,2,1,3,0,0,4,1,5,0,10,0,6,2,1,0,8,0,0
5331329469,2,2,0,0,1,2,0,4,0,3,0,6,0,2,0,1,0,4,0,0
5354420512,4,5,1,0,5,0,0,1,0,2,0,5,0,3,0,0,1,3,0,0
5357336773,4,3,0,0,5,1,0,3,0,3,0,4,0,2,0,1,0,1,1,0
5359769274,4,5,0,0,8,2,0,6,2,2,0,0,1,0,1,1,0,0,0,0
5362761019,1,1,0,0,3,0,0,0,0,2,0,10,0,7,0,0,0,5,0,0
5362769849,1,2,0,1,3,0,0,5,0,1,0,6,1,3,0,1,0,3,0,0
5364876015,1,1,0,2,3,1,0,5,0,2,0,11,0,7,0,0,0,7,0,0
5364936030,0,1,0,2,5,3,0,8,1,1,1,2,0,3,1,1,0,3,1,0
5371742244,21,21,7,2,18,7,0,6,3,6,0,4,0,2,2,5,0,5,0,0
5375791291,1,2,1,0,9,1,0,1,0,4,0,2,1,2,3,0,0,1,0,0
5378266664,2,9,6,0,6,0,0,3,2,0,0,6,0,4,0,0,0,4,0,0
5391351535,7,6,2,1,7,0,0,3,1,1,0,4,0,2,0,2,0,3,1,0
5393247010,7,5,1,1,4,1,0,4,0,2,0,7,0,3,0,1,0,4,0,0
5394846417,3,3,1,2,4,1,0,6,1,1,0,2,0,2,0,1,0,2,0,0
5403757885,3,4,1,0,3,0,0,1,2,2,0,6,0,3,0,1,0,3,0,0
5404303421,8,5,1,1,8,3,0,3,1,2,0,9,0,5,1,2,0,6,0,0
5405065430,4,2,0,0,2,2,0,3,0,0,0,4,0,1,1,2,0,3,0,0
5417283580,8,8,2,0,5,3,0,2,0,0,0,1,0,0,0,4,0,1,0,0
5434401183,8,9,2,0,1,0,0,1,1,5,0,1,0,0,0,1,0,0,0,0
5455757079,2,4,0,0,3,0,0,5,1,1,0,3,0,2,2,2,0,3,0,0
5460087384,7,4,0,4,5,4,0,8,0,1,1,2,2,2,0,2,0,1,0,0
5460092388,12,8,1,1,6,2,0,3,0,1,0,6,0,4,1,4,0,5,0,0
5464360737,14,14,5,8,17,5,1,20,0,3,4,4,1,3,1,2,0,3,1,0
5476701666,4,3,0,0,2,2,0,2,0,0,0,6,0,3,0,2,0,3,0,0
5477529338,8,8,3,0,5,1,0,0,0,1,0,2,0,0,0,1,0,1,0,0
5481630916,8,9,1,0,5,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0
5484332782,4,8,3,0,2,0,0,1,2,4,0,2,0,2,1,1,0,2,0,0
5488440562,7,4,0,0,3,3,0,4,0,2,0,3,0,0,0,3,0,3,0,0
5501865007,3,3,0,0,1,0,0,0,0,2,0,7,0,5,0,2,0,5,0,0
5505574510,8,8,1,1,7,2,0,3,1,1,0,6,0,2,0,4,0,4,0,0
5508224805,21,15,2,3,12,5,1,16,0,6,2,11,0,5,0,7,0,5,1,0
5508719820,9,10,3,0,9,2,1,5,0,2,0,9,0,2,0,4,0,2,0,0
5523696076,5,8,0,1,8,0,0,5,1,2,0,0,0,0,2,3,1,0,0,0
5525610392,10,8,2,1,8,3,0,8,1,2,1,7,0,3,1,3,0,4,0,0
5528342862,14,10,1,0,5,3,0,3,0,0,0,0,0,0,0,6,0,1,0,0
5529811562,2,1,0,0,5,0,0,4,0,3,0,14,0,9,0,2,0,8,0,0
5545440204,7,6,1,0,7,2,0,2,2,1,0,1,0,0,0,1,0,2,0,0
5565578530,3,8,7,0,6,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0
5591779328,6,6,2,2,11,2,0,7,0,1,0,5,0,3,3,3,0,2,1,0
5596702805,11,8,1,5,8,6,0,15,0,2,1,3,1,4,1,3,0,4,1,0
5598109205,3,5,3,1,5,1,0,4,0,0,0,3,1,3,0,2,0,4,0,0
5603867694,3,4,0,0,3,0,0,1,2,2,0,3,1,2,0,0,0,2,0,0
5614092238,14,12,3,2,14,4,0,12,0,5,0,13,0,8,3,6,1,8,0,0
5614138402,13,16,8,5,22,5,0,22,3,2,2,6,2,4,5,1,1,1,1,0
5616237268,17,12,2,4,14,5,0,21,0,4,2,10,0,6,3,7,0,7,0,0
5618606502,6,8,5,0,4,0,0,0,1,0,0,1,0,1,0,3,0,1,0,0
5622382253,4,5,0,2,2,1,0,6,0,2,0,2,1,3,0,3,0,3,0,0
5622582270,5,7,3,0,4,0,0,2,2,2,0,1,0,0,0,3,0,1,0,0
5631951118,8,8,1,0,3,0,0,1,0,1,0,2,0,2,0,4,0,3,0,0
5632374210,6,7,2,0,4,1,0,3,1,2,1,1,0,0,0,4,0,1,0,0
5638405846,18,16,6,2,18,8,0,15,0,4,1,9,0,3,1,6,0,3,0,0
5639301870,10,7,0,0,6,6,0,7,1,2,0,4,1,1,2,1,0,2,0,0
5641324990,3,8,5,1,6,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0
5647727932,11,14,3,1,8,0,0,3,0,2,0,0,0,0,0,3,0,1,0,0
5651067108,2,1,0,2,7,2,0,11,0,3,0,8,0,4,1,1,0,5,2,0
5651267963,3,7,7,1,5,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0
5656332416,9,11,4,1,11,2,0,6,0,2,0,2,1,0,0,3,0,0,1,0
5657871691,4,5,1,0,1,1,0,3,0,1,0,3,0,3,0,2,0,2,1,0
5661089804,6,6,1,1,7,2,0,4,1,1,0,3,1,2,0,1,0,1,0,0
5663519725,5,5,3,0,4,2,0,1,0,0,0,3,0,2,0,1,0,2,0,0
5663620814,0,3,0,0,3,0,0,2,0,0,0,9,0,5,0,0,0,7,0,0
5679810384,5,3,0,1,1,1,0,3,0,0,1,3,0,1,0,2,0,3,1,0
5692872413,0,1,0,3,6,2,0,12,0,1,1,4,0,3,1,0,0,2,2,0
5699056275,6,6,1,0,6,1,0,3,0,1,0,2,1,0,0,1,0,1,0,0
5705163005,4,1,0,3,2,1,0,6,0,0,1,3,0,0,1,0,0,5,0,0
5706041852,7,5,0,1,6,1,0,5,0,2,0,1,0,0,1,1,0,0,1,0
5726424846,7,7,0,0,4,0,0,2,0,3,0,0,0,0,2,3,0,1,0,0
5732288220,2,1,0,1,4,0,0,3,0,2,0,8,0,4,0,0,0,3,0,0
5734619265,4,8,4,0,5,1,0,4,1,0,0,2,0,3,0,1,0,4,0,0
5739612352,3,5,1,0,1,1,1,3,1,0,1,1,0,1,1,2,0,3,0,0
5741814178,4,3,1,0,1,1,0,4,0,1,0,5,0,5,0,2,0,5,0,0
5747400714,8,8,2,0,1,1,0,2,1,4,0,1,0,0,0,3,0,2,0,0
5750774461,6,7,6,0,7,1,0,1,1,2,0,2,0,0,0,2,0,0,0,0
